+---------------------------------------------+---------+-------------+-----------+------------+----------+-----------+------------------------------------------------------+
| Name                                        | Density | Temperature | Viscosity | Luminosity | Rarity   | isGaseous | Block                                                |
| moltenrefinedcoralium                       |    2000 |         800 |     10000 |         10 | UNCOMMON |     false | acintegration:moltencoralium                         |
| molybdenum                                  |    1000 |        2896 |      1000 |         10 | COMMON   |     false | -                                                    |
| monochloramine                              |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| mushroom_stew                               |    2000 |         300 |      2000 |          0 | COMMON   |     false | -                                                    |
| mutagen                                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| nak                                         |    5000 |         400 |     15000 |          0 | COMMON   |     false | nuclearcraft:fluid_nak                               |
| nak_hot                                     |    4000 |         800 |     10000 |          7 | COMMON   |     false | nuclearcraft:fluid_nak_hot                           |
| naoh                                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_naoh                              |
| napalm                                      |    1000 |         300 |      4000 |          0 | COMMON   |     false | immersivepetroleum:fluid_napalm                      |
| naphtha                                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| naphthalene                                 |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| naquadah                                    |    1000 |        5000 |      1000 |         10 | COMMON   |     false | -                                                    |
| naquadah_alloy                              |    1000 |        7200 |      1000 |         10 | COMMON   |     false | -                                                    |
| naquadah_enriched                           |    1000 |        7000 |      1000 |         10 | COMMON   |     false | -                                                    |
| naquadria                                   |    1000 |        9000 |      1000 |         10 | COMMON   |     false | -                                                    |
| naquadria_solution                          |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| naquadria_waste                             |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| natural_gas                                 |    -100 |         293 |       200 |         -1 | COMMON   |      true | gregtech:fluid.natural_gas                           |
| neodymium                                   |    1000 |        1297 |      1000 |         10 | COMMON   |     false | -                                                    |
| neon                                        |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| neptunium_236                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| neptunium_237                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| nether_air                                  |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| nether_brick                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| nether_brick_nak                            |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| nether_brick_nak_hot                        |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| neutronium                                  |    1000 |      100000 |      1000 |         10 | COMMON   |     false | -                                                    |
| nichrome                                    |    1000 |        1818 |      1000 |         10 | COMMON   |     false | -                                                    |
| nickel                                      |    1000 |        1728 |      1000 |         10 | UNCOMMON |     false | tconstruct:molten_nickel                             |
| nickel_zinc_ferrite                         |    1000 |        1410 |      1000 |         10 | COMMON   |     false | -                                                    |
| niobium                                     |    1000 |        2750 |      1000 |         10 | COMMON   |     false | -                                                    |
| niobium_nitride                             |    1000 |        2846 |      1000 |         10 | COMMON   |     false | -                                                    |
| niobium_titanium                            |    1000 |        2345 |      1000 |         10 | COMMON   |     false | -                                                    |
| nitration_mixture                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| nitric_acid                                 |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| nitric_oxide                                |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| nitro_fuel                                  |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| nitrobenzene                                |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| nitrochlorobenzene                          |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| nitrogen                                    |    -100 |         293 |       200 |         -1 | COMMON   |      true | advancedrocketry:nitrogenfluid                       |
| nitrogen_dioxide                            |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| nitrosyl_chloride                           |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| nitrous_oxide                               |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| nutrient_distillation                       |    1500 |         300 |      3000 |          0 | COMMON   |     false | enderio:block_fluid_nutrient_distillation            |
| obsidian                                    |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| obsidian_nak                                |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| obsidian_nak_hot                            |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| octane                                      |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| oil                                         |    1000 |         293 |      2000 |         -1 | COMMON   |     false | buildcraftenergy:fluid_block_oil_heat_0              |
| oil_dense                                   |     950 |         300 |      1600 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_dense_heat_0        |
| oil_dense_heat_1                            |     950 |         320 |      1200 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_dense_heat_1        |
| oil_dense_heat_2                            |     950 |         340 |       800 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_dense_heat_2        |
| oil_distilled                               |     750 |         300 |      1400 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_distilled_heat_0    |
| oil_distilled_heat_1                        |     750 |         320 |      1050 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_distilled_heat_1    |
| oil_distilled_heat_2                        |    -750 |         340 |       700 |          0 | COMMON   |      true | buildcraftenergy:fluid_block_oil_distilled_heat_2    |
| oil_heat_1                                  |     900 |         320 |      1500 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_heat_1              |
| oil_heat_2                                  |     900 |         340 |      1000 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_heat_2              |
| oil_heavy                                   |    1000 |         293 |      2000 |         -1 | COMMON   |     false | buildcraftenergy:fluid_block_oil_heavy_heat_0        |
| oil_heavy_heat_1                            |     850 |         320 |      1350 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_heavy_heat_1        |
| oil_heavy_heat_2                            |     850 |         340 |       900 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_heavy_heat_2        |
| oil_light                                   |    1000 |         293 |      2000 |         -1 | COMMON   |     false | gregtech:fluid.oil_light                             |
| oil_medium                                  |    1000 |         293 |      2000 |         -1 | COMMON   |     false | gregtech:fluid.oil_medium                            |
| oil_residue                                 |    1200 |         300 |      4000 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_residue_heat_0      |
| oil_residue_heat_1                          |    1200 |         320 |      3000 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_residue_heat_1      |
| oil_residue_heat_2                          |    1200 |         340 |      2000 |          0 | COMMON   |     false | buildcraftenergy:fluid_block_oil_residue_heat_2      |
| osmiridium                                  |    1000 |        3012 |      1000 |         10 | COMMON   |     false | -                                                    |
| osmium                                      |    1000 |        3306 |      1000 |         10 | COMMON   |     false | -                                                    |
| oxygen                                      |    -100 |         293 |       200 |         -1 | COMMON   |      true | advancedrocketry:oxygenfluid                         |
| oxygen_difluoride                           |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_oxygen_difluoride                 |
| palladium                                   |    1000 |        1828 |      1000 |         10 | COMMON   |     false | -                                                    |
| pcb_coolant                                 |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| petrotheum                                  |    4000 |         350 |      1500 |          0 | RARE     |     false | thermalfoundation:fluid_petrotheum                   |
| phenol                                      |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| phosphoric_acid                             |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| phthalic_acid                               |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| pigiron                                     |    2000 |         600 |     10000 |         10 | EPIC     |     false | tconstruct:molten_pigiron                            |
| plantoil                                    |     925 |         300 |      2000 |          0 | COMMON   |     false | immersiveengineering:fluidplantoil                   |
| plasma                                      |      50 |     1000000 |       100 |         15 | COMMON   |     false | nuclearcraft:fluid_plasma                            |
| plasma.americium                            | -100000 |       11449 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.argon                                | -100000 |       10293 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.helium                               | -100000 |       10293 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.iron                                 | -100000 |       11811 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.nickel                               | -100000 |       11728 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.nitrogen                             | -100000 |       10293 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.oxygen                               | -100000 |       10293 |        10 |         15 | COMMON   |      true | -                                                    |
| plasma.tin                                  | -100000 |       10505 |        10 |         15 | COMMON   |      true | -                                                    |
| plastic                                     |    1000 |         408 |      1000 |         10 | COMMON   |     false | -                                                    |
| platinum                                    |    1000 |        2041 |      1000 |         10 | UNCOMMON |     false | -                                                    |
| plutonium                                   |    1000 |         913 |      1000 |         10 | COMMON   |     false | -                                                    |
| plutonium_238                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| plutonium_239                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| plutonium_241                               |    1000 |         913 |      1000 |         10 | COMMON   |     false | -                                                    |
| plutonium_242                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| poison                                      |    1000 |         300 |      1000 |          0 | COMMON   |     false | biomesoplenty:poison                                 |
| polybenzimidazole                           |    1000 |        1450 |      1000 |         10 | COMMON   |     false | -                                                    |
| polycaprolactam                             |    1000 |         493 |      1000 |         10 | COMMON   |     false | -                                                    |
| polychlorinated_biphenyl                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| polydimethylsilylene                        |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_polydimethylsilylene              |
| polyethersulfone                            |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_polyethersulfone                  |
| polymethylsilylene_methylene                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_polymethylsilylene_methylene      |
| polyphenylene_sulfide                       |    1000 |         500 |      1000 |         10 | COMMON   |     false | -                                                    |
| polytetrafluoroethene                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_polytetrafluoroethene             |
| polytetrafluoroethylene                     |    1000 |         600 |      1000 |         10 | COMMON   |     false | -                                                    |
| polyvinyl_acetate                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| polyvinyl_butyral                           |    1000 |        1200 |      1000 |         10 | COMMON   |     false | -                                                    |
| polyvinyl_chloride                          |    1000 |         373 |      1000 |         10 | COMMON   |     false | -                                                    |
| potassium                                   |    1000 |         337 |      1000 |         10 | COMMON   |     false | -                                                    |
| potassium_fluoride_solution                 |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_fluoride_solution       |
| potassium_hydroquinone_solution             |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_hydroquinone_solution   |
| potassium_hydroxide_solution                |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_potassium_hydroxide_solution      |
| potassium_sulfide                           |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_potassium_sulfide                 |
| potin                                       |    1000 |        1084 |      1000 |         10 | COMMON   |     false | -                                                    |
| potion                                      |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                    |
| potion_lingering                            |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                    |
| potion_splash                               |     500 |         300 |      1500 |          3 | UNCOMMON |     false | -                                                    |
| preheated_water                             |    1000 |         400 |       250 |          0 | COMMON   |     false | nuclearcraft:fluid_preheated_water                   |
| prismarine                                  |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| prismarine_nak                              |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| prismarine_nak_hot                          |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| promethium_147                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_promethium_147                    |
| propane                                     |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| propene                                     |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| pulsating_iron                              |    9000 |        1405 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_pulsating_iron                   |
| purifying_fluid                             |    1000 |         300 |      1000 |          5 | RARE     |     false | thaumcraft:purifying_fluid                           |
| purpleslime                                 |    1600 |         370 |      1600 |          0 | COMMON   |     false | tconstruct:purpleslime                               |
| purpur                                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| purpur_nak                                  |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| purpur_nak_hot                              |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| pyrotheum                                   |    2000 |        4000 |      1200 |         15 | RARE     |     false | thermalfoundation:fluid_pyrotheum                    |
| quartz                                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| quartz_nak                                  |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| quartz_nak_hot                              |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| radaway                                     |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway                           |
| radaway_slow                                |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_radaway_slow                      |
| radon                                       |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| raw_gasoline                                |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| raw_growth_medium                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| red_alloy                                   |    1000 |        1400 |      1000 |         10 | COMMON   |     false | -                                                    |
| red_steel                                   |    1000 |        1300 |      1000 |         10 | COMMON   |     false | -                                                    |
| redstone                                    |    1000 |         500 |      1000 |         10 | UNCOMMON |     false | thermalfoundation:fluid_redstone                     |
| redstone_alloy                              |    9000 |        1357 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_redstone_alloy                   |
| redstone_ethanol                            |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_redstone_ethanol                  |
| redstone_nak                                |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| redstone_nak_hot                            |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| refined_biofuel                             |     750 |         300 |       800 |          0 | COMMON   |     false | -                                                    |
| refined_fuel                                |     750 |         300 |       800 |          0 | COMMON   |     false | -                                                    |
| refined_oil                                 |     800 |         300 |      1400 |          0 | COMMON   |     false | -                                                    |
| refinedcanolaoil                            |    1000 |         300 |      1000 |          0 | UNCOMMON |     false | actuallyadditions:block_refined_canola_oil           |
| refinery_gas                                |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| reinforced_epoxy_resin                      |    1000 |         600 |      1000 |         10 | COMMON   |     false | -                                                    |
| resin                                       |     900 |         300 |      3000 |          0 | COMMON   |     false | -                                                    |
| rhodium                                     |    1000 |        2237 |      1000 |         10 | COMMON   |     false | -                                                    |
| rhodium_plated_palladium                    |    1000 |        4500 |      1000 |         10 | COMMON   |     false | -                                                    |
| rhodium_sulfate                             |    1000 |        1128 |      1000 |         -1 | COMMON   |     false | -                                                    |
| rocket_fuel                                 |    1000 |         293 |      1000 |         -1 | COMMON   |     false | enderio:block_fluid_rocket_fuel                      |
| rocketfuel                                  |     800 |         300 |      1500 |          2 | COMMON   |     false | advancedrocketry:rocketfuel                          |
| rose_gold                                   |    1000 |        1341 |      1000 |         10 | COMMON   |     false | -                                                    |
| rtm_alloy                                   |    1000 |        3000 |      1000 |         10 | COMMON   |     false | -                                                    |
| rubber                                      |    1000 |         400 |      1000 |         10 | COMMON   |     false | -                                                    |
| ruby_slurry                                 |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| ruridit                                     |    1000 |        4500 |      1000 |         10 | COMMON   |     false | -                                                    |
| ruthenium                                   |    1000 |        2607 |      1000 |         10 | COMMON   |     false | -                                                    |
| ruthenium_106                               |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_ruthenium_106                     |
| ruthenium_trinium_americium_neutronate      |    1000 |       23691 |      1000 |         10 | COMMON   |     false | -                                                    |
| salt_water                                  |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| samarium                                    |    1000 |        1345 |      1000 |         10 | COMMON   |     false | -                                                    |
| samarium_iron_arsenic_oxide                 |    1000 |        1347 |      1000 |         10 | COMMON   |     false | -                                                    |
| sand                                        |   50000 |         300 |     10000 |          0 | COMMON   |     false | biomesoplenty:sand                                   |
| sap                                         |    1050 |         300 |      1500 |          0 | COMMON   |     false | -                                                    |
| sapphire_slurry                             |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| seed.oil                                    |     885 |         295 |      5000 |          0 | COMMON   |     false | forestry:fluid.seed.oil                              |
| seed_oil                                    |    1000 |         293 |      2000 |         -1 | COMMON   |     false | -                                                    |
| severely_hydrocracked_gas                   |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| severely_hydrocracked_heavy_fuel            |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| severely_hydrocracked_light_fuel            |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| severely_hydrocracked_naphtha               |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| severely_steamcracked_gas                   |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| severely_steamcracked_heavy_fuel            |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| severely_steamcracked_light_fuel            |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| severely_steamcracked_naphtha               |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| short.mead                                  |    1000 |         295 |      1200 |          0 | COMMON   |     false | forestry:fluid.short.mead                            |
| sic_vapor                                   |     -10 |        1000 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_sic_vapor                         |
| signalum                                    |    1000 |        1000 |      1000 |          0 | UNCOMMON |     false | -                                                    |
| silicon                                     |    1000 |        2273 |      1000 |         10 | COMMON   |     false | -                                                    |
| silicone_rubber                             |    1000 |         900 |      1000 |         10 | COMMON   |     false | -                                                    |
| silver                                      |    1000 |        1235 |      1000 |         10 | RARE     |     false | tconstruct:molten_silver                             |
| silver_nak                                  |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| silver_nak_hot                              |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| slime                                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| slime_nak                                   |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| slime_nak_hot                               |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| slurry_ice                                  |     950 |         270 |      4000 |          0 | COMMON   |     false | nuclearcraft:fluid_slurry_ice                        |
| sodium                                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sodium                            |
| sodium_fluoride_solution                    |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_fluoride_solution          |
| sodium_hydroquinone_solution                |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_hydroquinone_solution      |
| sodium_hydroxide_solution                   |    1000 |         300 |      1000 |          0 | COMMON   |     false | nuclearcraft:fluid_sodium_hydroxide_solution         |
| sodium_persulfate                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sodium_potassium                            |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sodium_sulfide                              |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sodium_sulfide                    |
| soldering_alloy                             |    1000 |         544 |      1000 |         10 | COMMON   |     false | -                                                    |
| soularium                                   |    9000 |         636 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_soularium                        |
| stainless_steel                             |    1000 |        2011 |      1000 |         10 | COMMON   |     false | -                                                    |
| steam                                       |    -100 |         373 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_butadiene                      |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_butane                         |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_butene                         |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_ethane                         |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_ethylene                       |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_propane                        |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steamcracked_propene                        |    -100 |         775 |       200 |         -1 | COMMON   |      true | -                                                    |
| steel                                       |    1000 |        2046 |      1000 |         10 | UNCOMMON |     false | tconstruct:molten_steel                              |
| sterilized_growth_medium                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sterling_silver                             |    1000 |        1258 |      1000 |         10 | COMMON   |     false | -                                                    |
| stone                                       |    2000 |         800 |     10000 |         10 | UNCOMMON |     false | tconstruct:molten_stone                              |
| strontium_90                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_strontium_90                      |
| styrene                                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| styrene_butadiene_rubber                    |    1000 |        1000 |      1000 |         10 | COMMON   |     false | -                                                    |
| sugar                                       |    1150 |         350 |      8000 |          0 | COMMON   |     false | nuclearcraft:fluid_sugar                             |
| sulfur                                      |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_sulfur                            |
| sulfur_dioxide                              |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| sulfur_trioxide                             |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| sulfuric_acid                               |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sulfuric_copper_solution                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sulfuric_gas                                |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| sulfuric_heavy_fuel                         |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sulfuric_light_fuel                         |    1000 |         775 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sulfuric_naphtha                            |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| sulfuric_nickel_solution                    |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| syrup                                       |    1400 |         300 |      2500 |          0 | COMMON   |     false | -                                                    |
| tantalum                                    |    1000 |        3290 |      1000 |         10 | COMMON   |     false | -                                                    |
| tbu                                         |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| tbu_fluoride                                |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| tbu_fluoride_flibe                          |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| tetrafluoroethene                           |     -10 |         300 |        40 |          0 | COMMON   |      true | nuclearcraft:fluid_tetrafluoroethene                 |
| tetrafluoroethylene                         |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| tetranitromethane                           |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| thorium                                     |    1000 |        2023 |      1000 |         10 | COMMON   |     false | tconstruct:molten_thorium                            |
| tin                                         |    1000 |         505 |      1000 |         10 | UNCOMMON |     false | tconstruct:molten_tin                                |
| tin_alloy                                   |    1000 |        1258 |      1000 |         10 | COMMON   |     false | -                                                    |
| tin_nak                                     |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| tin_nak_hot                                 |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| titanium                                    |    1000 |        1941 |      1000 |         10 | COMMON   |     false | -                                                    |
| titanium_tetrachloride                      |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| toluene                                     |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| tough                                       |    5000 |        1200 |      8000 |         10 | COMMON   |     false | nuclearcraft:fluid_tough                             |
| tree_oil                                    |     900 |         300 |      1200 |          0 | COMMON   |     false | -                                                    |
| trinium                                     |    1000 |        7200 |      1000 |         10 | COMMON   |     false | -                                                    |
| tritanium                                   |    1000 |       25000 |      1000 |         10 | COMMON   |     false | -                                                    |
| tritium                                     |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| tungsten                                    |    1000 |        3695 |      1000 |         10 | COMMON   |     false | -                                                    |
| tungsten_carbide                            |    1000 |        3058 |      1000 |         10 | COMMON   |     false | -                                                    |
| tungsten_steel                              |    1000 |        4000 |      1000 |         10 | COMMON   |     false | -                                                    |
| ultimet                                     |    1000 |        1980 |      1000 |         10 | COMMON   |     false | -                                                    |
| umbrium                                     |    2000 |         800 |     10000 |          0 | COMMON   |     false | defiledlands:molten_umbrium                          |
| unsweetened_chocolate                       |    1325 |         330 |      5000 |          0 | COMMON   |     false | nuclearcraft:fluid_unsweetened_chocolate             |
| uranium                                     |    1000 |        1405 |      1000 |         10 | COMMON   |     false | immersiveengineering:molten_uranium                  |
| uranium_233                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| uranium_235                                 |    1000 |        1405 |      1000 |         10 | COMMON   |     false | -                                                    |
| uranium_238                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| uranium_hexafluoride                        |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| uranium_rhodium_dinaquadide                 |    1000 |        3410 |      1000 |         10 | COMMON   |     false | -                                                    |
| uranium_triplatinum                         |    1000 |        1882 |      1000 |         10 | COMMON   |     false | -                                                    |
| uu_matter                                   |    1000 |         300 |      1000 |         -1 | COMMON   |     false | -                                                    |
| vanadium                                    |    1000 |        2183 |      1000 |         10 | COMMON   |     false | -                                                    |
| vanadium_gallium                            |    1000 |        1712 |      1000 |         10 | COMMON   |     false | -                                                    |
| vanadium_steel                              |    1000 |        2073 |      1000 |         10 | COMMON   |     false | -                                                    |
| vapor_of_levity                             |     -10 |           5 |       100 |          0 | COMMON   |      true | enderio:block_fluid_vapor_of_levity                  |
| vibrant_alloy                               |    9000 |         913 |      3000 |          6 | COMMON   |     false | enderio:block_fluid_vibrant_alloy                    |
| villiaumite                                 |    5000 |        1200 |      8000 |         10 | COMMON   |     false | -                                                    |
| villiaumite_nak                             |    5000 |         400 |     15000 |          0 | COMMON   |     false | -                                                    |
| villiaumite_nak_hot                         |    4000 |         800 |     10000 |          7 | COMMON   |     false | -                                                    |
| vinyl_acetate                               |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| vinyl_chloride                              |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| water                                       |    1000 |         300 |      1000 |          0 | COMMON   |     false | minecraft:water                                      |
| wood_gas                                    |    -100 |         293 |       200 |         -1 | COMMON   |      true | -                                                    |
| wood_tar                                    |    1000 |         293 |      2000 |         -1 | COMMON   |     false | -                                                    |
| wood_vinegar                                |    1000 |         293 |      1000 |         -1 | COMMON   |     false | -                                                    |
| wrought_iron                                |    1000 |        2011 |      1000 |         10 | COMMON   |     false | -                                                    |
